,Titulares,Texto,Otros_datos
359,La melena leonina de Cindy Crawford en los 90... y su inesperado regreso en 2021,El Complejo Educativo Mas Camarena ofrecen 10 cursos de verano desde 4 meses hasta 16 años,"noticia
porcentaje
Coincidencia 72%
19/05/2021"
360,"Coronavirus España hoy, última hora | Las CCAA administran 22.587.343 dosis de las vacunas contra el Covid-19",El nuevo superdeportivo de la marca del Tridente se comporta como debe en el circuito de Módena y es un admirado ciudadano en los pueblos de alrededor.,"noticia
porcentaje
Coincidencia 73%
19/05/2021ISABEL VELLOSO , JAVIER MUNERA , PABLO HERRAIZ | ANA CARRASCO"
361,"Bob Dylan cumple 80 años: 400 millones más en el banco, un escándalo por el Premio Nobel y la misma fama de 'tocapelotas'","La banda. que ha publicado hace poco una edición aniversario de su último disco, 'Impulso', vuelve a los escenarios tras haber tenido que retrasar la gira a causa del Covid. Actúan hoy y mañana en Madrid, en el Nuevo Teatro Alcalá, y lo hacen con muchas ganas porque son conscientes de que 'dar...","noticia
porcentaje
Coincidencia 80%
19/05/2021DARÍO PRIETO"
362,"Corral de la Morería: aniversario, reapertura y leyenda","Cindy Crawford (1966) fue uno de los iconos de belleza indiscutibles en su época de máximo apogeo como modelo, en plenos años 90, gracias a su melena leonina peinada hacia un lado y a ese lunar que tiene -cielito lindo- junto a la boca","noticia
porcentaje
Coincidencia 73%
19/05/2021LUIGI BENEDICTO BORGES"
363,Fitur: a la caza y captura del turista español en la edición menos internacional y multitudinaria,"Sanidad registra 3.988 nuevos casos y 70 fallecidos; la incidencia baja a 147, fuera del riesgo alto","noticia
porcentaje
Coincidencia 70%
19/05/2021ISABEL GARCÍA"
364,"William Deresiewicz: ""Este es el peor momento para ser artista desde la Segunda Guerra Mundial""",El trobador celebra el lunes sus ocho décadas de vida con el cheque por la venta de su catálogo aún calentito,"noticia
porcentaje
Coincidencia 86%
19/05/2021PABLO GIL"
365,"Lalo Schifrin, el argentino que tardó tres minutos en componer el tema principal de Misión Imposible y que hoy vive en la mansión de Groucho Marx","La Feria Internacional de Turismo arranca hoy con el 50% de su aforo debido a la pandemia y un tercio de los países habituales. No faltarán las 19 comunidades y ciudades autónomas, que ven en el viajero nacional su esperanza para salvar el verano.","noticia
porcentaje
Coincidencia 74%
19/05/2021LUIS FERNANDO ROMO"
366,"Alejandro Nones, el galán de Quien mató a Sara: ""Casi siempre es mentira lo que se dice de mí""","Detrás de las grandes estrellas hay millones de creadores que cada vez tienen más difícil la subsistencia en la economía digital. William Deresiewicz explica en 'La muerte del artista' cómo la revolución tecnológica ha desmonetizado el trabajo de la mayoría de los actores, escritores, músico...","noticia
porcentaje
Coincidencia 72%
19/05/2021ANDREA M. ROSA DEL PINO"
367,"Russian Red: ""Me violenta la palabra puta, pero me parece interesante reapropiársela""",Tres minutos. Ese es el tiempo que necesita un genio para alcanzar prácticamente la inmortalidad. Aquellos 180 segundos fueron suficientes para que Boris Claudio Schifrin (conocido como Lalo Schifrin) escribiera el inconfundible tema principal de la serie Misión Imposible (1966) que interpretarían...,"noticia
porcentaje
Coincidencia 84%
19/05/2021DARÍO PRIETO"
368,"Franco Battiato, el cantautor intelectual que meditaba dos veces al día en su castillo en las faldas del Etna","Nació en Venezuela, estudió en Cuba y comenzó su carrera en México. Hoy conocen su cara en 190 países y la segunda temporada de la serie lo llevará aun más lejos.","noticia
porcentaje
Coincidencia 73%
18/05/2021LUIS FERNANDO ROMO"
369,Mask Singer 2 presenta sus 15 máscaras: primeras pistas y teorías,"Madrid, 1985. Tras varios años instalada en Los Ángeles, Lourdes Hernández empieza a regresar, poco a poco, a España. Pero más que con su faceta musical como Russian Red lo hace como actriz (se encuentra rodando la película Ramona, de Andrea Bagney) y autora de un libro poético-foto...","noticia
porcentaje
Coincidencia 73%
18/05/2021TRESB"
370,"Muere Franco Battiato a los 76 años, el humanista del pop","A finales de los 80 compró el castillo de los Moncada de Sicilia, la rama italiana descendiente de la familia catalana de los señores de Montcada. Las discusiones filosóficas eran una de sus grandes pasiones. Jamás se casó ni tuvo descendencia, por lo que los rumores sobre su tendencia sexual...","noticia
porcentaje
Coincidencia 86%
18/05/2021PABLO GIL"
371,"Quiero verte danzar, Centro de gravedad permanente y otras canciones inolvidables de Franco Battiato",Antena 3 emitió un especial en el que mostró cómo se habían creado los atuendos de los nuevos concursantes,"noticia
porcentaje
Coincidencia 80%
18/05/2021EL MUNDO"
372,"Los últimos días de Franco Battiato, contados por su hermano: ""Ni se dio cuenta de que se moría""","El músico italiano, que ha muerto en Sicilia, era uno de los creadores más versátiles, prolíficos y exitosos del pop europeo","noticia
porcentaje
Coincidencia 77%
18/05/2021CHIARA MAFFIOLETTI / FELICE CAVALLARO"
373,"Música, teatro y concursos para celebrar el Día Internacional de los Museos en Madrid","El cancionero de Franco Battiato está basado en letras oníricas y poéticas y de sonidos experimentales. Y, sin embargo, sus canciones funcionaron maravillosamente como música pop","noticia
porcentaje
Coincidencia 77%
18/05/2021EUROPA PRESS"
374,Franco Battiato y la nueva generación: del melocotón de Call me by your name a la boda de La casa de papel,"Estuvo acompañado de los más cercanos, pero no fue consciente de su deterioro. El funeral se celebrará en la más estricta intimidad por petición expresa de la familia, que quiere así honrar toda una vida de discreción del italiano","noticia
porcentaje
Coincidencia 76%
18/05/2021PABLO R. ROCES"
375,El Festival Bilbao BBK Live se pospone hasta 2022 debido al coronavirus,Espacios como la Casa Museo Lope de Vega o el Museo Casa Natal Cervantes ofrecen diferentes formatos de ocio para festejar esta jornada,"noticia
porcentaje
Coincidencia 76%
18/05/2021EUROPA PRESS"
376,Fallas 2021: Burriana alzará los 19 monumentos para el puente del 9 al 12 de octubre,El cantante italiano pone la banda sonora a dos escenas icónicas de la película de Luca Guadagnino y la serie de Netflix,"noticia
porcentaje
Coincidencia 70%
18/05/2021"
377,Ariana Grande se casa en secreto con el agente inmobiliario de lujo Dalton Gómez,"El evento de este año iba a contar con la presencia de artistas como Bad Bunny, The Killers o Bomba Stereo","noticia
porcentaje
Coincidencia 76%
18/05/2021AFP"
378,"DJ Nano, su libro confesión: ""La música me salvó de la mala vida""","Es «irrenunciable» recuperar actividades que se han quedado en «modo espera» y que son «imprescindibles para una celebración digna», entre ellas la plantà de los 19 monumentos, la cremà, o la entrega de premios al mejor monumento","noticia
porcentaje
Coincidencia 86%
18/05/2021JAIME RODRÍGUEZ"
379,"Arcángel: ""El flamenco nunca va a estar en riesgo de extinción""","Ariana Grande se casó el domingo con su prometido, el agente inmobiliario de lujo Dalton Gómez, en su casa de Los Ángeles","noticia
porcentaje
Coincidencia 76%
18/05/2021SILVIA MORENO"
380,Seis planes para disfrutar de la semana en Madrid,"El madrileño repasa en 'Al otro lado de la cabina' sus 25 años de carrera en la electrónica y la evolución de la figura del DJ, entre anécdotas, cruces con figuras internacionales y confesiones íntimas: ''Que a mí no me hayan gustado las drogas es una suerte'","noticia
porcentaje
Coincidencia 70%
18/05/2021M. CANALES"
381,"María Juncal, una bailora flamenca que triunfa en medio mundo y trae su alegría a Madrid","Arcángel. Huelva, 1977. El cantaor clausura este sábado el Festival de Jerez con su espectáculo Tablao, en el que tratará de recrear el ambiente que se vive en estos templos del flamenco, ahora cerrados a cal y canto por la pandemia del Covid.","noticia
porcentaje
Coincidencia 80%
18/05/2021JAVIER ESTRADA"
382,"Barbara Pravi, la favorita para ganar el certamen y su conexión con España a través de Rocío Carrasco","Feria Del 19 al 23 de mayo se celebra Fitur, el certamen de referencia internacional de la industria del turismo","noticia
porcentaje
Coincidencia 72%
18/05/2021ANDREA M. ROSA DEL PINO"
383,"La epidemia del fentanilo, la droga 40 veces más potente que la heroína que se extiende por todo el mundo",La bailaora flamenca trae al Teatro Cofidis Alcázar de Madrid su espectáculo La vida es un romance. María Juncal es heredera de una familia con una gran tradición artística y participa en un proyecto comunitario en La Habana,"noticia
porcentaje
Coincidencia 72%
17/05/2021QUICO ALSEDO , ILUSTRACIÓN: LUCÍA MARTÍN"
384,Centros Educativos San Cristóbal premia la excelencia académica,"La cantautora parisina reescribe canciones machistas y canta sobre sobre las situaciones más dolorosas de su vida -entre ellas, el haber sido víctima de violencia doméstica y haberse sometido a un aborto-. Hoy","noticia
porcentaje
Coincidencia 70%
17/05/2021EL MUNDO"
385,"El lunes de los famosos, en imágenes","Años antes de que estallara la crisis del coronavirus, otra epidemia empezó a emerger en Wuhan. La ciudad china es el principal productor de fentanilo, un opioide que mata a 30.000 estadounidenses cada año y que ya ha llegado a España. El periodista Ben Westhoff retrata ahora su expansión en 'La...","foto
porcentaje
Coincidencia 70%
17/05/2021LOC"
386,"La odisea del pianista español que huyó de Israel tras ganar un premio: ""El estrés, el estar atrapado, el ruido de las sirenas, las explosiones es una pesadilla""",Este colegio de Castellón ofrece una serie de becas a los estudiantes más destacados,"noticia
porcentaje
Coincidencia 74%
17/05/2021DARÍO PRIETO"
387,"Enya celebra su 60 cumpleaños 'encerrada' en su castillo de 3,8 millones de euros y en compañía de sus muchos gatos","Tamara Falcó acalla los rumores de infidelidad de Íñigo Onieva con varias fotos juntos El hijo de Will Smith abre un restaurante donde cada cliente pagará según el dinero que tenga Blas Cantó declara sentirse ""preparado"" para Eurovisión: Khloé Kardashian se acobarda ante los pormenores de la...","noticia
porcentaje
Coincidencia 79%
17/05/2021ALBERTO MUÑOZ"
388,"José Félix Sanz: ""No hay siete puntos de diferencia en presión fiscal entre España y Europa, es un dato inventado o, al menos, incorrecto""","Juan Pérez Floristán obtuvo el pasado día 4 el Premio Arthur Rubinstein de piano, uno de los más importantes del mundo.","noticia
porcentaje
Coincidencia 70%
17/05/2021DANIEL VIAÑA"
389,"Maialen de 'OT' es ahora Chica Sobresalto: ""Si tengo que volver a limpiar sitios no pasa nada""","Eithne Pádraigín ní Bhraonáin (Donegal, Irlanda), más conocida como Enya, ha cumplido el amargo sueño de muchos. Amasar más de 100 millones de euros, comprar una fortaleza -en este caso, un castillo victoriano-, rodearse de gatos y aislarse del resto del mundo para dedicarse a su pasión. 'No querer ...","noticia
porcentaje
Coincidencia 79%
17/05/2021DARÍO PRIETO"
390,Un reloj con GPS para controlar dónde están los hijos,"Es uno de los mayores expertos en fiscalidad de España, y desde ese puesto de autoridad propone elevar el peso del IVA y los impuestos especiales, además de dejar el IRPF en sólo dos o tres tramos. Y que el Gobierno prefiera los impuestos directos es, en su opinión, una clara 'incorrección técnica'","noticia
porcentaje
Coincidencia 70%
16/05/2021ANA MARTÍA ORTIZ"
391,"Don Fernando, el emplazado: una buena ópera española (en italiano), esperada durante 147 años","La cantante y compositora navarra participó en la última edición del programa, afectada por la pandemia. Sin pelos en la lengua, habla de su trabajo como limpiadora, de su posición antitaurina o de su caos interior.","noticia
porcentaje
Coincidencia 79%
16/05/2021TOMÁS MARCO"
392,El presidente de la Diputación ensalza en el Día de la Provincia la gratitud de los castellonenses al trabajo de los sanitarios,"El fin de las restricciones por Covid-19 y la desaparición de las niñas de Tenerife disparan las ventas de pulseras con geolocalización para menores, aunque su uso genera controversia","noticia
porcentaje
Coincidencia 72%
16/05/2021EL MUNDO"
393,"Los chollos de la semana en Amazon: un secador Philips al 40%, un molde de Lékué para hacer helado estilo Calippo en casa, un corrector de ojeras Maybelline...","EL rescate de la obra de Valentín de Zubiaurre deja buen sabor de boca, pese a la ausencia de una versión dramatizada.","noticia
porcentaje
Coincidencia 74%
16/05/2021BAZAR"
394,"El 'santuario' secreto del Atlético en el Wanda: camisetas míticas, bufandas y un lema","José Martí ha pedido disculpas por si las medidas adoptadas por las instituciones no han llegado a todos, pero ha dejado patente que la corporación provincial seguirá trabajando para que la acción de la Diputación, en colaboración con la Generalitat y el Gobierno de España, alcance a todos los...","noticia
porcentaje
Coincidencia 70%
16/05/2021CARLOS GUISASOLA"
395,La superioridad absoluta del Juli,"Tecnología, hogar, moda, belleza, deporte... Echa un vistazo a nuestra selección de los mejores descuentos que puedes encontrar en Amazon","noticia
porcentaje
Coincidencia 72%
15/05/2021Juan Diego Madueño"
396,Anís del Mono: el tirón 'cool' del chute vigorizante de los obreros que inventó un catalán y ahora se rentabiliza en Andalucía,"La victoria ante Osasuna, unido a un pinchazo del Real Madrid en Bilbao, coronaría este domingo al Atlético. En el club nadie menciona el asunto y se refugian en el mantra de simeone: 'partido a partido'","noticia
porcentaje
Coincidencia 73%
15/05/2021INMACULADA COBO"
397,Castellón será la capital del jazz del 20 al 23 de mayo,"El torero madrileño cuaja una tarde cumbre, imponiéndose a sus dos toros. Pinchó dos faenones","noticia
porcentaje
Coincidencia 79%
15/05/2021EL MUNDO"
398,Antonio el Bailarín: el ostracismo al que le condenó Jesús Aguirre por su lengua viperina sobre la duquesa de Alba,"En el último concierto-sobremesa de El Madrileño aparece este simbólico licor. También en uno de los videoclips de Rosalía. LOC habla con una de las integrantes de la familia Osborne, propietaria del anís más querido por los españoles.","noticia
porcentaje
Coincidencia 70%
15/05/2021LUIS FERNANDO ROMO"
399,"Hiba Abouk: ""¿Un sueño? Protagonizar un remake de 'Cleopatra'''","El ciclo se celebrará en el Teatre del Raval y en el Auditori y participan artistas como el premiado Manolo Valls, Carola Ortiz, Bárbara Breva y la Kirwani Orchestra","noticia
porcentaje
Coincidencia 73%
15/05/2021A. GABRIEL"
400,Las Infantas Pilar y Margarita y el regalo de Don Juan Carlos que hizo llorar a todos,"Nureyev y Barýshnikov cayeron rendidos a sus pies, al igual que Chaplin, el duque de Windsor o la reina Isabel, pero Antonio, el zar de la danza, ha caído en el olvido. El marido de la duquesa de Alba tuvo mucho que ver con su caída en desgracia: le vetó y defenestró como director del Ballet...","noticia
porcentaje
Coincidencia 72%
14/05/2021MARINA PINA"
401,"Ptazeta: ""Nos camuflan los ojos con una venda de progreso que no existe""","Descubrimos a Hiba Abouk como Fátima en la serie de 'El príncipe', junto a José Coronado y Aléx González","noticia
porcentaje
Coincidencia 76%
14/05/2021CRISTINA LUIS , REDA SLAFTI (Vídeo)"
402,"¿Quién es La Xinni, la 'tiktoker' que triunfa con el videoclip de Decidida?","El 19 de mayo se publica 'Pilar y Margarita, las hermanas del Rey Juan Carlos', la primera biografía de estas dos mujeres con las que termina una forma de entender el título de Infanta","noticia
porcentaje
Coincidencia 79%
14/05/2021TRESB"
403,Conciertos (y otros espectáculos) para celebrar San Isidro,"La canaria Ptazeta ha pasado del anonimato al éxito en apenas meses gracias a Mami, un tema en el que canta a una mujer y que ha sido todo un fenómeno viral pese a que cree que queda mucho por hacer","noticia
porcentaje
Coincidencia 83%
14/05/2021ROCÍO NAVARRO"
404,Bono y The Edge de U2 se unen con Martin Garrix para la canción oficial de la Eurocopa,La joven apareció en televisión en 2020 pidiendo disculpas tras asistir a una fiesta ilegal en Marbella,"noticia
porcentaje
Coincidencia 84%
14/05/2021EFE"
405,"""Me gusta marihuana, me gustas tú"": qué ha sido de Manu Chao, 20 años después de su gran éxito","La canción 'We Are The People' será la sintonía para la Eurocopa 2021 de fútbol, que arrancará el próximo 11 de junio","noticia
porcentaje
Coincidencia 73%
14/05/2021"
406,Miley Cyrus sorprende dedicando un potente mensaje a Liam Hemsworth,"'Me gustas tú' cumple 20 años y nadie parece saber dónde está su autor. Desde 2010, Chao casi no concede entrevistas y prefiere mantenerse así, en el anonimato.","noticia
porcentaje
Coincidencia 70%
14/05/2021GTRES"
407,"La loca historia del magnate que descubrió a Oasis y otros grupazos: ""Quería forrarse, pasárselo en grande y lanzar nuevas estrellas""","La cantante celebra el cuarto aniversario de la canción Malibú, inspirada en los buenos momentos que pasó con él","noticia
porcentaje
Coincidencia 77%
14/05/2021ISMAEL MARINERO"
408,"Stay Homas: ""La gente tiene que entender que hay que comprar una entrada para ver al grupo que te gusta""","La vida excesiva de Alan McGee, el hombre que revolucionó el 'britpop' desde su sello Creation, se convierte en película. Hablamos con Irvine Welsh, el autor de 'Trainspotting', que firma el guion: 'Alan quería hacerlo todo a lo grande: forrarse, pasarlo bien y llevar nuevos talentos al estrellato'","noticia
porcentaje
Coincidencia 84%
14/05/2021MARÍA VAQUERO"
409,Ifema aplaza la inauguración de San Isidro en sus instalaciones,"El trío musical catalán que nació en el confinamiento habla de su nuevo disco, que presenta en el Nuevo Teatro Alcalá de Madrid los días 14 y 15 de mayo","noticia
porcentaje
Coincidencia 70%
13/05/2021MARÍA VAQUERO"
410,"El Rototom propone a de Benicàssim un recinto de festivales y eventos culturales los ""365 días del año""","El evento tenía previsto su inicio en la tarde de este jueves, pero por problemas administrativos se aplazará al día 14 de mayo","noticia
porcentaje
Coincidencia 80%
13/05/2021EFE"
411,"El Sónar 2022 anuncia a The Chemical Brothers, The Blaze y Arca como primeros artistas",La propuesta del Rototom reforzaría la oferta de ocio y cultura en Benicàssim y la provincia con instalaciones fijas y otras modulares para adaptarse en función del aforo de cada evento,"noticia
porcentaje
Coincidencia 86%
13/05/2021EUROPA PRESS"
412,"Los chollos del día en Amazon: SuperZings, una silla para el coche Cybex, un electroestimulador, una cafetera de cápsulas Bosch...",Sónar 2022 tendrá lugar del 16 al 18 de junio en los recintos de Montjuïc y Gran Via de Fira de Barcelona,"noticia
porcentaje
Coincidencia 80%
13/05/2021BAZAR"
413,Siete propuestas a tener en cuenta esta semana,"Una selección de los mejores descuentos y ofertas de Amazon en moda, belleza, tecnología, deporte, hogar, ocio...","noticia
porcentaje
Coincidencia 74%
13/05/2021M. CANALES"
414,Por qué este Hiit es el nuevo entrenamiento de moda para adelgazar y divertirse al ritmo de la música,"Fiestas Con aforos reducidos y amplias medidas de seguridad, Madrid vuelve a celebrar este año la festividad de San Isidro (15 de mayo) aunque con una programación algo más limitada por la pandemia","noticia
porcentaje
Coincidencia 80%
13/05/2021MARISA DEL BOSQUE"
415,"Ejército de los muertos, Borrar el historial y todos los estrenos de cine de la semana","Como en casi todo, en cuestiones de fitness nuestro país también sigue de cerca cualquier cosa que se mueva, nunca mejor dicho, en Estados Unidos","noticia
porcentaje
Coincidencia 72%
13/05/2021JAVIER ESTRADA"
416,Amistades Peligrosas se reencuentran 30 años... y una trama 'Gürtel' después,"La cartelera se renueva con películas que llegan a las salas. El 14 de mayo se estrenan Ejército de los muertos, lo nuevo de Zack Snyder. Pero hay más opciones para disfrutar del cine en pantalla grande, como Valhalla Rising, una cinta de aventuras con Mads Mikkelsen, y las comedias Este cuerpo me...","noticia
porcentaje
Coincidencia 81%
13/05/2021GTRES"
417,"Manuel Carrasco, primer artista confirmado para el festival SOM Castelló","Amistades Peligrosas está de vuelta. Después de varios años de distanciamiento e incluso reproches, Cristina del Valle y Alberto Comesaña anuncian su esperado regreso a la industria de la música. El dúo presenta 'Alto el fuego', el single que abrirá un nuevo disco con el que buscan ...","noticia
porcentaje
Coincidencia 76%
12/05/2021E.M."
418,San Isidro regresa con conciertos bajo reserva previa de entrada en distintos escenarios de Madrid,CULTURA El 22 de julio en el Real Club Náutico de Castellón,"noticia
porcentaje
Coincidencia 74%
12/05/2021VIRGINIA GÓMEZ"
419,Manuel Alejandro no obtiene el Premio Princesa de Asturias de las Artes,Este será uno de los diez conciertos del SOM y uno de los cinco conciertos que el cantante ha previsto en lsureducida gira adaptada a la pandemia,"noticia
porcentaje
Coincidencia 80%
12/05/2021LOC"
420,Dua Lipa triunfa en unos Brit Awards dominados por las mujeres,"No habrá actuaciones en la pradera, pero sí en Conde Duque, Matadero y en el Auditorio del Parque Forestal de Entrevías","noticia
porcentaje
Coincidencia 81%
12/05/2021EFE"
421,"El 'paraíso' del Liceu: Anna Netrebko y Gustavo Dudamel, pero también Anne Carson y Antonio López","MÚSICA Tampoco Ibáñez, creador de Mortadelo y Filemón","noticia
porcentaje
Coincidencia 72%
12/05/2021VANESSA GRAELL"
422,"Los chollos del día en Amazon: una estantería para el baño, una almohada para las piernas, un secador de pelo Philips, una aspiradora de mano sin cable...","A pesar del apoyo de numerosos músicos, encabezados por Julio Iglesias, Raphael y Alejandro Sanz, al mayor compositor vivo de España el reconocimiento ha sido finalmente para Marina Abramovic.","noticia
porcentaje
Coincidencia 79%
12/05/2021BAZAR"
423,"Dua Lipa, Taylor Swift y los mejores looks de la alfombra roja de los Premios Brit 2021",Dua Lipa recibió los premios a mejor artista femenina y mejor álbum en los galardones de la música británica,"foto
porcentaje
Coincidencia 73%
12/05/2021MARISA DEL BOSQUE"
424,"Así será la fiesta de la Pradera de San Isidro en Ifema: conciertos, 'foodtrucks', controles de temperatura y aforo limitado",El coliseo barcelonés presenta una ambiciosa temporada para celebrar su 175 aniversario con conciertos de grandes estrellas pero también artistas plásticos y escritores,"noticia
porcentaje
Coincidencia 70%
12/05/2021MARÍA VAQUERO"
425,"Najwa Nimri: ""El papel más importante es el que lidero en casa, y ese no siempre me sale como quiero""","Una selección de los mejores descuentos y ofertas de Amazon en moda, belleza, tecnología, deporte, hogar, ocio...","noticia
porcentaje
Coincidencia 70%
11/05/2021MARISA DEL BOSQUE"
426,El FBI desclasifica los archivos sobre la muerte de Kurt Cobain,"Dua Lipa y Taylor Swift han sido las dos grandes protagonistas de los Premios Brit 2021, unos galardones que, por fin, se han celebrado de forma presencial y que nos han devuelto el glamour y el espectáculo que tanto echábamos de menos en las alfombras rojas. Esta, en concreto, marcada por el...","noticia
porcentaje
Coincidencia 76%
11/05/2021PABLO PARDO"
427,"La Prohibida: ""La 'libertad' de Ayuso es cargarse muchas libertades""","El recinto ferial celebra el cuarto centenario de San Isidro en un evento acotado, seguro y lleno de actividades","noticia
porcentaje
Coincidencia 74%
11/05/2021VANESSA GRAELL"
428,"Juan José Téllez: ""No hay nada más disidente que la lujuria y el sexo""","27 años después del suicidio del hombre que popularizó el grunge, el FBI ha abierto los archivos del caso, que consisten en tres cartas","noticia
porcentaje
Coincidencia 74%
11/05/2021SILVIA MORENO"
429,Los cinco documentales de estrellas de la música más interesantes,"La Prohibida protagoniza un delirante filme de serie B que ha sido la sensación del Festival de Cine de Autor D'A de Barcelona. Icono de la comunidad LGTBI, ya prepara un nuevo disco de 'italodance'","noticia
porcentaje
Coincidencia 84%
11/05/2021LUIGI BENEDICTO BORGES"
430,Jesús Aguirre: el ex cura que enamoró a la duquesa y que fue como la madrastra de Cenicienta para sus hijos,"Juan José Téllez. Algeciras, 1958. El escritor y periodista ha publicado el libro de poemas 'Los amores sucios' (Aguilar), con el que busca 'emocionar, abrumar, entretener y zarandear' en tiempos de pandemia de coronavirus y... de estupidez.","noticia
porcentaje
Coincidencia 70%
11/05/2021CONSUELO FONT"
431,Premio al Teatro Real como mejor ópera del mundo,Desde que Bob Dylan se deshiciera de varios tarjetones blancos con palabras y frases de su canción Subterranea Homesick Blues delante de la cámara de D,"noticia
porcentaje
Coincidencia 74%
10/05/2021DARÍO PRIETO"
432,Teatro con impacto cero gracias a la energía que se logra pedaleando,"Jesús Aguirre, el controvertido segundo marido de Cayetana de Alba, murió en el palacio de Liria el 11 de mayo de 2001 con la única compañía de un mayordomo a consecuencia del cáncer de laringe que le habían detectado ese mismo año y no pudo superar.","noticia
porcentaje
Coincidencia 70%
10/05/2021ISABEL MUNERA"
433,Plácido Domingo vuelve a cantar en España,"Los International Opera Awards 2019, celebrados este lunes tras ser pospuestos por la pandemia, reconocen la labor del coliseo madrileño.","noticia
porcentaje
Coincidencia 77%
10/05/2021DARÍO PRIETO"
434,"Irene de Grecia, la princesa peculiar: no va a peluquerías, no lleva joyas y no le da importancia a sus estilismos",La compañía italiana Mulino ad arte ha llevado hasta las tablas la conciencia medioambiental,"noticia
porcentaje
Coincidencia 70%
10/05/2021CONSUELO FONT"
435,"Miles de españoles, de fiesta tras el fin del estado de alarma: ""Por fin podemos estar en la calle y no sentirnos como delincuentes""",El cantante español ofrecerá en junio un concierto en el Auditorio Nacional de Madrid a beneficio de Cruz Roja y actuará en el festival Starlite.,"noticia
porcentaje
Coincidencia 73%
09/05/2021EL MUNDO"
436,"Emmanuel Macron: ""Europa tiene que redescubrir la ambición""","Contaba el fallecido ex jefe de la Casa Real, Sabino Fernández Campo, que uno de los grandes secretos de la Reina Sofía eran sus escapadas a La India en las que se desplazaba en cochambrosos trenes repletos de parias, la clase más desfavorecida. Solía viajar en compañía de su hermana Irene, quien...","noticia
porcentaje
Coincidencia 70%
09/05/2021BEATRIZ RÍOS"
437,La maestra de música que hace bailar a los niños menas,"España ya no está bajo el estado de alarma vigente desde octubre, y son muchos los ciudadanos que anoche decidieron festejarlo echándose a la calle.","noticia
porcentaje
Coincidencia 86%
09/05/2021MARTÍN MUCHA"
438,"La robot Sophia a la madrileña, y sus cinco vestidos",El presidente francés aplaude el 'aliento democrático' de la Conferencia sobre el Futuro de la Unión Europea,"noticia
porcentaje
Coincidencia 74%
09/05/2021PACO REGO"
439,"Otegi presiona a Sánchez con ""llevar a la gente a la calle"" para que cumpla su pacto de finiquitar la reforma laboral","A través del descubrimiento musical y teatral les enseña disciplina, compromiso, constancia, pero, sobre todo, les da la oportunidad creer en ellos mismos y soñar.","noticia
porcentaje
Coincidencia 70%
09/05/2021JOSEAN IZARRA"
440,"Cinco razones para no perderse Nomadland, una película de Oscar",INNOVACIÓN El primer humanoide que participa en unas elecciones,"noticia
porcentaje
Coincidencia 70%
09/05/2021JAVIER ESTRADA"
441,"Los chollos de la semana en Amazon: un 'smartwatch' al 57%, una chaqueta Adidas, un corrector de ojeras de Maybelline...","Las tres visitas a España de la humanoide traída desde Hong Kong para contar la victoria de Ayuso, a la que llamó guapa. Llegó en dos maletas, sabe pintar y tiene hasta pasaporte","noticia
porcentaje
Coincidencia 80%
09/05/2021BAZAR"
442,"Coronavirus España hoy, noticias de última hora | Miles de madrileños se echan a la calle para festejar el fin del toque de queda y la Policía desaloja la Puerta del Sol",El líder de EH Bildu recuerda el acuerdo suscrito en mayo de 2020 con el presidente socialista tras su reelección como líder del soberanismo vasco,"noticia
porcentaje
Coincidencia 70%
09/05/2021ESTHER MUCIENTES | SANTIAGO SAIZ | ANA CARRASCO"
443,La exposición 'urbana' que convierte el Camino de Santiago en una galería de arte de 140 kilómetros,"Frances McDormand protagoniza Nomadland, una road movie ganadora de tres Oscar (Mejor Película, Dirección y Actriz) y disponible en Disney+. Analizamos por qué es uno de los mejores largometrajes que han podido verse en cines en el último año","noticia
porcentaje
Coincidencia 70%
09/05/2021ISABEL MUÑOZ"
444,El 'Loco de la colina': casado a los 80 y vacunado,"Seleccionamos los mejores descuentos y las ofertas de Amazon en todas sus categorías: moda, belleza, tecnología, deporte, hogar, ocio...","noticia
porcentaje
Coincidencia 70%
08/05/2021CHEMA RODRÍGUEZ"
445,"La hija de Floyd y su visión cumplida:""Mi papi ha cambiado el mundo""",El final del estado de alarma contra el coronavirus permite desde este domingo la libertad de movimientos por toda España,"noticia
porcentaje
Coincidencia 70%
08/05/2021PABLO PARDO"
446,Moncho López (Levadura madre): de dirigir un Decathlon a hacerse rico con pan sano y 'gourmet',"Organizada por la cervecera Estrella Galicia en homenaje a las personas que viven por y para el Camino, consta de siete murales de gran formato que cubren las últimas etapas del Camino Francés.","noticia
porcentaje
Coincidencia 70%
08/05/2021BEATRIZ MIRANDA"
447,"Vax Live: el concierto provacunas que ha reunido a Jeniffer López, J Balvin, el Papa y Joe Biden",RETRATO El genio de la radio que se resiste a envejecer,"noticia
porcentaje
Coincidencia 73%
08/05/2021EFE"
448,"Carlos Mazón, el político que supo esperar a su generación",Encuentro con Jesús Quintero en su refugio andaluz mientras prepara su propia Fundación,"noticia
porcentaje
Coincidencia 70%
08/05/2021INMA LIDÓN"
449,"Murat Evgin, el compositor que puso música española a los culebrones turcos","Las dos mujeres del gigante después de la sentencia por homicidio del policía que le mató. Las palabras de Gianna, la pequeña, fueron citadas hasta por el presidente Biden","noticia
porcentaje
Coincidencia 83%
08/05/2021Elena g.Diez"
