,Texto,Clase,Fecha,Autores,Coincidencia_elmundo
618,"autodeterminacion de genero, profesores, bajada de la luz y vivienda: el giro social del gobierno para evitar que el malestar explote en las calles",noticia,2021-06-20,OLGA R SANMARTN  RAL PIA,70
619,"morata, un abrazo redentor con luis enrique y un aspero mensaje final: ""que digan lo que quieran""",noticia,2021-06-20,CARLOS GUISASOLA,70
620,un estudio revela que tambien escuchar musica cerca de la hora de acostarse perturba el sueño,noticia,2021-06-19,EUROPA PRESS,86
621,"noche de violencia ""extrema"" por una ""rave"" en el oeste de francia",noticia,2021-06-19,AFP,72
622,"hora de caminar por la playa, entre otros beneficios, quema un 50% mas de calorias",noticia,2021-06-19,MARISA DEL BOSQUE,70
623,lorca en el espejo: el lado mas comprometido del poeta,noticia,2021-06-19,ISMAEL MARINERO,76
624,"gonzalo garcia pelayo: ""la cultura es ahora como un cinturon",noticia,2021-06-19,FERNANDO PALMERO,74
625,"chimo bayo, 30 años gritando ¡hu-ha!: ""vine del espacio exterior para hacer disfrutar a la gente""",noticia,2021-06-18,RODRIGO TERRASA,81
626,la justicia rechaza la 'patada en la puerta' que defendio marlaska para frenar una fiesta durante el estado de alarma,noticia,2021-06-18,MANUEL MARRACO,70
627,"el cigala pide disculpas: ""no me referia a las mujeres del mundo sino a una sola""",noticia,2021-06-18,R KELLER,70
628,la guitarra clasica se reivindica,noticia,2021-06-18,IGNACIO ARBALEJO,81
629,"carlos hipolito sorprende en pasapalabra cantando new york, new york",noticia,2021-06-18,TRESB,76
630,'reinas negras': el nucleo del adn de martin chirino,noticia,2021-06-18,LUIS ALEMANY,70
631,"alberto, el hijo menos conocido de carlos herrera que le sustituira en la radio: experto en marketing, musico y futbolero",noticia,2021-06-18,LOC,76
632,"amazon prime 2021: havaianas al 46%, un enchufe inteligente por 7 euros, una crema facial antiarrugas de l'oreal al 40% y otros descuentos a los que puedes acceder sin ser prime",noticia,2021-06-17,BAZAR,76
633,"cerrar ventanas, poner musica alta y no acariciar al animal con miedo: asi recomiendan los animalistas evitar el efecto de los petardos en los perros",noticia,2021-06-17,GERMN GONZLEZ,74
634,"patti smith, brian wilson y emmylou harris actuaran en azkena rock 2022",noticia,2021-06-17,E M,79
635,hipersexualizacion infantil: ¿desde cuando una niña 'necesita' llevar bikinis con relleno?,noticia,2021-06-17,ALBA MARA GARCA RASERO,72
636,"poemas de amor y erotismo de sonsoles soto: ""quiero tenerte enredado en mi cuerpo""",noticia,2021-06-17,EL MUNDO,72
637,vuelve el orgullo gay: un aforo de 25.000 personas y sin carrozas,noticia,2021-06-17,LUIS F DURN,70
638,cinco (autenticos) restaurantes indios para darse un festin,noticia,2021-06-17,ISABEL MUOZ,70
639,las ventas cumple 90 años: del che y himmler a los tendidos millonarios del felipismo,noticia,2021-06-17,CONSUELO FONT,70
640,"delaporte, rigoberta bandini y el triunfo del nuevo pop español en los premios de la musica independiente",noticia,2021-06-16,PABLO GIL,86
641,francia levanta el toque de queda y permite salir a la calle sin mascarilla,noticia,2021-06-16,IAKI GIL,70
642,madbeach retrasa una semana la inauguracion de su espacio playero en la capital,noticia,2021-06-16,MARA VAQUERO,73
643,"la carrera de fondo de un abogado sordo: ""mi mayor motivacion es defender al debil frente a los abusos""",noticia,2021-06-16,SANDRA MORALES,70
644,"amazon prime day 2021: ronquina, una pulsera de actividad xiaomi band 5, un ventilador obergozo y otros descuentos",noticia,2021-06-16,BAZAR,76
645,ecologistas denuncian ante el seprona los conciertos en el moli de la font de castellon y exigen informes,noticia,2021-06-16,EUROPA PRESS,70
646,metallica sera cabeza de cartel de mad cool 2022,noticia,2021-06-16,EL MUNDO,76
647,"el sansan, primer festival con publico de pie y sin limitar aforo en pandemia",noticia,2021-06-16,N S,79
648,"¿comprar o alquilar un iphone? llega a españa grover, uno de los primeros portales de renting de tecnologia",noticia,2021-06-16,BRUNO TOLEDANO,70
649,"najwa nimri, de la casa de papel: ""hacer clic y denunciar algo no te convierte en buena persona""",noticia,2021-06-16,DARO PRIETO,79
650,"las noches de verano vuelven a caixaforum: musica, poesia y cine para las veladas estivales",noticia,2021-06-16,MARA VAQUERO,86
651,"red points, el superman que protege las marcas",noticia,2021-06-16,F D,70
652,la estrategia de boicot al rey que el independentismo empezo con juan carlos,noticia,2021-06-16,I E,70
653,la resistencia: abraham mateo vuelve a versionar a raphael igual que en su debut en television,noticia,2021-06-15,TRESB,72
654,"leticia sabater vacuna a sanchez y ayuso en su nuevo hit, la bananakiki",noticia,2021-06-15,F,70
655,kiko rivera vuelve a las redes sociales solo dos dias despues de decir que las dejaba,noticia,2021-06-15,TRESB,72
656,ocho recomendaciones para planear la semana,noticia,2021-06-15,MC,74
657,"la astrofisica sara seager: ""va a ser muy dificil encontrar un planeta gemelo de la tierra""",noticia,2021-06-15,TERESA GUERRERO,70
658,"jose manuel zapata: ""el conservatorio es una fosa comun de vocaciones musicales""",noticia,2021-06-15,SILVIA MORENO,86
659,"el grupo de bailarines de la tercera edad que arrasa en aluche: ""la musica nos salvo en la pandemia""",noticia,2021-06-15,MARA VAQUERO,80
660,'el vientre del mar' arrasa con 6 premios en el festival de cine de malaga,noticia,2021-06-14,LUIS MARTNEZ,70
661,"e3 2021: todas las novedades y videojuegos que pronto llegaran a ps5, xbox y pc",noticia,2021-06-14,RAQUEL DAZ,70
662,"eugenia carballedo, la presidenta de la asamblea y guerrera cultural de isabel diaz ayuso",noticia,2021-06-14,INMACULADA COBO,70
663,los veranos de la villa recuperan su esencia tras la pandemia,noticia,2021-06-14,VIRGINIA GMEZ,81
664,el arenal sound tambien suspende la edicion de 2021,noticia,2021-06-14,EFE,77
665,"isak, el ariete precoz que amenaza a españa: sangre eritrea, la bendicion de ibrahimovic y cinco idiomas (incluido el tigriña)",noticia,2021-06-14,CARLOS GUISASOLA,70
666,el tenso enfrentamiento de kiko rivera y anabel pantoja en viernes deluxe,noticia,2021-06-14,TRESB,70
667,"mariano sigman: ""el arte y la ciencia son distintas maneras de indagar en los limites de la realidad""",noticia,2021-06-14,ISMAEL MARINERO,86
668,"manifestacion en colon, en directo | miles de personas desbordan la plaza contra los indultos: ""¡basta ya!""",noticia,2021-06-13,CRISTINA LUIS | JUANMA LAMET | LVARO CARVAJAL | FERNANDO LZARO | EMILIA LANDALUCE | DANIEL SOMOLINOS | PAULINE BOUSSARIE,72
669,"amazon prime day 2021: un robot de cocina cecotec al 50%, unas chanclas levi's, una crema para hombre de l'oreal, una aspiradora para el coche al 61% de descuento...",noticia,2021-06-13,BAZAR,73
670,"berlanga en su centenario: ""supo mostrar un espejo lucido de lo que somos""",noticia,2021-06-13,EL MUNDO,74
671,"coronavirus españa hoy, ultima hora | moscu decreta una semana de vacaciones para frenar los contagios de coronavirus",noticia,2021-06-13,ESTHER MUCIENTES | ISABEL MUNERA,72
672,"amazon prime day 2021: un corrector de ojeras maybelline por 3 euros, airpods al 30% de descuento, fundas impermeables para el movil, unas mancuernas...",noticia,2021-12-06,BAZAR,73
673,cinco tours que no te puedes perder en malaga este verano,noticia,2021-12-06,ISABEL GARCA,70
674,"noches estivales y musica al aire libre, el coctel perfecto",noticia,2021-12-06,ISMAEL MARINERO,79
675,"maria callas: ""mi esposo me molesta despues de haberme robado""",noticia,2021-12-06,BENJAMIN G ROSADO,74
676,"mallorca, la pasteleria que no tiene nada que ver con mallorca: ""en 90 años no cerramos ni durante la guerra civil, pero llego la pandemia y...""",noticia,2021-12-06,INMACULADA COBO,72
677,"ed sheeran anuncia el lanzamiento de bad habits, su primer single en 4 años",noticia,2021-11-06,EFE,79
678,"à punt celebra sus 3 años con una gala que obtiene el 7,1% de audiencia",noticia,2021-11-06,EL MUNDO,70
679,ifema madrid live ficha a los planetas para su debut,noticia,2021-11-06,VIRGINIA GMEZ,84
680,"lennis rodriguez: ""yo crio un formato de familia distinto y debe ser respetado""",noticia,2021-11-06,CRISTINA LUIS  REDA SLAFTI V,86
681,"conchita, tres años despues de estar en coma: ""no tendre mas hijos. me da miedo""",noticia,2021-11-06,ANDREA M ROSA DEL PINO,76
682,"asi es kina mendez, la pareja de el cigala que lo ha enviado al juzgado por presuntos malos tratos",noticia,2021-11-06,ANA GARCA ROMERO,76
683,"nil moliner: "" muchos de mis tecnicos han vuelto a vivir con sus padres. senti la responsabilidad de adelantarles el sueldo""",noticia,2021-11-06,CRISTINA GALAFATE,83
684,"alicia keys, la niña que huyo de las prostitutas y drogadictos tocando el piano hasta amasar una fortuna de 150 millones de dolares",noticia,2021-10-06,LUIS FERNANDO ROMO,76
685,el curso escolar en madrid comenzara el 7 de septiembre en primaria y el 8 en secundaria,noticia,2021-10-06,EFE,73
686,muere el historiador y critico de arte tomas llorens,noticia,2021-10-06,EFE,70
687,"placido domingo: ""si tengo fuerzas y puedo salir al escenario, me doy por bien pagado""",noticia,2021-10-06,DARO PRIETO,74
688,la cubitera con bluetooth y luces led de aldi y otros productos originales y baratos que vas a querer (si o si) este verano,noticia,2021-10-06,BAZAR,74
689,irene montero y monica garcia critican la ovacion a placido domingo en madrid,noticia,2021-10-06,EL MUNDO,80
690,"mayorga, la zaranda, aitana sanchez-gijon, max aub... el teatro español vuelve por todo lo alto",noticia,2021-10-06,MANUEL LLORENTE,73
691,"diego el cigala, detenido por violencia de genero tras las denuncias de su mujer",noticia,2021-10-06,LOC,70
692,"placido domingo, aclamado con largas ovaciones en su regreso a los escenarios españoles",noticia,2021-10-06,DARO PRIETO,76
693,la huelga del coro deja en el aire el final de la temporada del palau de les arts de valencia,noticia,2021-10-06,NOA DE LA TORRE,76
694,peter dinklage: la discreta vida personal del actor que en juego de tronos solo comia tofu (aunque pareciera carne),noticia,2021-10-06,FTIMA ELIDRISSI,73
695,placido domingo: fin a su 'annus horribilis',noticia,2021-10-06,REBECCA KELLER,74
696,el jazz vuelve este verano a los festivales de san sebastian y vitoria,noticia,2021-09-06,EL MUNDO,86
697,la prohibicion de twitter en nigeria provoca indignacion,noticia,2021-09-06,AFP,70
698,amazon prime day 2021: las mejores ofertas previas al gran dia de descuentos,noticia,2021-09-06,PIXEL,72
699,que hacer con los niños en verano: 10 juguetes steam para desarrollar sus habilidades cientificas,noticia,2021-09-06,BAZAR,70
700,"musicos y amigos rinden homenaje a pau dones, en el aniversario de su muerte",noticia,2021-09-06,EFE,86
701,"rolling stones, coldplay, noel gallagher la musica britanica se rebela contra spotify y apple music",noticia,2021-09-06,ALBERTO MUOZ,86
702,la zarzuela del kas: la historia de vallecas a traves de la musica y el teatro,noticia,2021-09-06,MARA VAQUERO,80
703,"latex, carcel y explosiones: sweet california cambia de piel",noticia,2021-09-06,LUIGI BENEDICTO BORGES,81
704,"renovables, guarderias, menos impuestos y banda ancha: asi es el modelo de repoblacion de la españa vaciada",noticia,2021-09-06,G  P,70
705,el arte flamenco de diego el cigala se suma al cartel de som festival castello,noticia,2021-08-06,EM,77
706,los sony wf-1000xm4 aspiran a ser los mejores auriculares bluetooth del año,noticia,2021-08-06,BRUNO TOLEDANO,76
707,cuatro nuevos asiaticos por los que este verano hay que dejarse caer,noticia,2021-08-06,ISABEL MUOZ,70
708,"la violinista, un duelo musical de altura que viene de finlandia",noticia,2021-08-06,JAVIER ESTRADA,79
709,"miley cyrus: ""me hace feliz ir al campo y ensuciarme, estar en la granja tal y como creci""",noticia,2021-08-06,MARISA DEL BOSQUE,79
710,"coronavirus españa hoy, ultima hora | sanidad registra 9.536 nuevos casos y 40 fallecidos tras el fin de semana",noticia,2021-08-06,ESTHER MUCIENTES  JAVIER MUNERA  PABLO HERRAIZ | ANA CARRASCO,70
711,"bonnie tyler cumple 70 mas rica que nunca: mansiones en portugal y reino unido, caballos y tierras en nueva zelanda",noticia,2021-08-06,JAVIER BLNQUEZ,77
712,apple va a por zoom con nuevas funciones para colaborar usando su herramienta de videoconferencia facetime,noticia,2021-08-06, J  L,70
713,cristiano ronaldo bate un nuevo y millonario record fuera del futbol,noticia,2021-07-06,GTRES,70
714,"tico, el loro que interpreta los clasicos del rock en youtube",noticia,2021-07-06,F,79
715,"las polemicos gustos sexuales de jese: ""que no se olvide de la paliza""",noticia,2021-07-06,GTRES,70
716,"lola indigo: ""quienes dicen que ir al psicologo es de locos son los mismos que dicen que llevar falda corta es de frescas""",noticia,2021-07-06,PABLO R ROCES,80
717,"la calle ancora, la desconocida via de arganzuela (cada vez mas de moda)",noticia,2021-07-06,ROCO NAVARRO,70
718,"nya de la rubia afirma sentirse ""encasillada"" por su fisico en television: ""los directores buscan otra cosa""",noticia,2021-07-06,ANDREA M ROSA DEL PINO,74
719,"visita al taller de alberto corazon: ""no paraba de fumar un cigarrillo tras otro. el ultimo, la vispera de morir""",noticia,2021-06-06,MANUEL LLORENTE  CARLOS GARCA POZO F,76
720,"gabriel albiac: ""fui eligiendo la opcion de encerrarme""",noticia,2021-06-06,DAVID LEMA  FOTOS ANTONIO HEREDIA,72
721,una cancion para salvar una vida a 280 kilometros de distancia,noticia,2021-06-06,GERMN GONZLEZ,73
722,"los comercios centenarios de madrid aguantan la embestida del covid a la espera del turismo: ""necesitamos que vengan el doble para paliar las grandes perdidas""",noticia,2021-06-06,VIRGINIA GMEZ,72
723,por que los jovenes de hoy viven mejor que sus padres,noticia,2021-05-06,RODRIGO TERRASA  ILUSTRACIN JOSETXU L PIEIRO,70
724,"'linea de fuego', de perez-reverte, premio de la critica",noticia,2021-05-06,EFE,73
725,el legado de angel barrios vuelve a abrir sus puertas en el corazon de la alhambra,noticia,2021-05-06,MANUEL MATEO PREZ,79
726,"la casa huarte, una joya de la arquitectura de los 60 deshabitada y convertida en set para rodar series",noticia,2021-05-06,PABLO R ROCES,70
727,"cuando españa fue 'quijote', liberalismo e hispanidad",noticia,2021-05-06,DAVID JIMNEZ TORRES,70
728,"la complicada vida sexual de cualquier fan: ""cuando hago el amor con mi marido, imagino que es barry manilow. siempre""",noticia,2021-05-06,PABLO HERRAIZ,79
729,"maria jimenez: ""¿la gestion de la pandemia? yo que se. esta gente no se explica""",noticia,2021-05-06,ANA GARCA ROMERO,70
730,"amaya arzuaga: ""aprendi a gozar del vino, del champan y de la vida""",noticia,2021-05-06,MARA EUGENIA YAGE,70
731,cinco joyas de ribera del duero que hay que conocer,noticia,2021-05-06,MARA CANALES,73
732,berlanga somos todos: el legado del cineasta a traves de diferentes homenajes,noticia,2021-05-06,ISMAEL MARINERO,72
733,la otra cara de las 'lavadoras nocturnas' para abaratar el recibo: multas de hasta 6.000 euros por ruido,noticia,2021-04-06,G  P,70
734,"ray loriga: ""me dijeron: o te quitamos el tumor cerebral o te mueres en 15 dias""",noticia,2021-04-06,PEDRO SIMN  FOTOS ANTONIO HEREDIA,70
735,"asi es yonaguni, la nueva cancion de bad bunny: letra y video",noticia,2021-04-06,TRESB,76
736,la musica como idioma,noticia,2021-04-06,SANDRA MORALES,86
737,¿que hacemos este finde? los mejores planes de viernes a domingo,noticia,2021-04-06,CRISTINA GALAFATE,77
738,"nace origenes, un festival gastronomico que ahonda en la tradicion",noticia,2021-04-06,LUIGI BENEDICTO BORGES,70
739,"j balvin, el chico de medellin que lucha contra la depresion",noticia,2021-04-06,M CANALES,72
740,"mark wahlberg: de la heroina, la carcel y el rap a convertirse en uno de los actores mejor pagados del mundo",noticia,2021-04-06,FTIMA ELIDRISSI,73
741,"ricky martin habla sobre sus relaciones con hombres y mujeres: ""no estaba engañando a nadie""",noticia,2021-04-06,BANG,73
742,"cancelado el rototom 2021 por el covid: ""la distancia social es incompatible con la esencia del festival""",noticia,2021-03-06,EL MUNDO,77
743,primarias socialistas en andalucia: mrs. wonderful versus la realpolitik,noticia,2021-03-06,TERESA LPEZ PAVN,70
744,el palacio real de madrid acoge de nuevo el relevo solemne de la guardia tras 14 meses sin celebrarse,noticia,2021-03-06,MARA VAQUERO,76
745,en el bunker de 'la casa de papel': asi es el atraco definitivo al banco de españa desde el interior,noticia,2021-03-06,PABLO R ROCES,70
746,matan en miami al hijo de una exsenadora mientras dormia,noticia,2021-03-06,EFE,70
747,"rodrigo cortes: ""los politicos y los opinadores son cada vez mas solemnes... y, por ello, mas estupidos""",noticia,2021-03-06,LUIS MARTNEZ,70
748,"pol granch: ""lo unico que no quiero es que la gente piense que soy un flipado""",noticia,2021-03-06,,86
749,probamos el mg zs ev: un electrico con mas argumentos que el precio,noticia,2021-02-06,FLIX CEREZO  FLIX GARCA,70
750,"la confesion mas personal de ana guerra en el hormiguero: ""al salir de ot no sabia que identidad tenia""",noticia,2021-02-06,TRESB,73
751,"llega madbeach a la casa de campo: musica en directo, cine al aire libre y ambiente playero para este verano",noticia,2021-02-06,MARA VAQUERO,77
752,ley de mecenazgo: nueva salida en falso por el desinteres del gobierno,noticia,2021-02-06,LUIS ALEMANY,70
753,"marina pina: ""la monarquia es sinonimo de libertad""",noticia,2021-02-06,DARO PRIETO,70
754,"ana guerra deja atras 'lo malo' con terapia, un cambio de imagen y tranquilidad en el amor",noticia,2021-01-06,LUIS FERNANDO ROMO,86
755,rocio carrasco sufre un ataque de ansiedad frente a la tumba de su madr en chipiona,noticia,2021-01-06,LOC,73
756,la nueva edicion de 'cuentos de buenas noches para niñas rebeldes' incluyen a ada colau y agustina de aragon,noticia,2021-01-06,M M,70
757,ana belen sera la cleopatra de shakespeare en el festival de merida,noticia,2021-01-06,DAVID VIGARIO,72
758,"paraiso, cuando stranger things y las niñas de alcàsser se unieron en una serie",noticia,2021-01-06,PABLO R ROCES,70
759,"zahara: ""aun tengo mucha mandanga que soltar""",noticia,2021-01-06,AMAYA GARCA,80
760,el genio y la musica de aretha franklin llegan a disney+,noticia,2021-01-06,JAVIER ESTRADA,76
761,siete propuestas a tener en cuenta esta semana,noticia,2021-01-06,M CANALES,72
762,"coronavirus españa hoy, ultima hora | fernando simon señala a los medios de comunicacion como culpables de la eleccion masiva de astrazeneca",noticia,2021-01-06,ISABEL VELLOSO | SANTIAGO SAIZ,70
763,"rizha: ""es normal que la generacion de mis padres se sienta confusa respecto a la gente de mi edad""",noticia,2021-01-06,JOS FAJARDO,86
764,"salvador sobral: ""cante en bares de alemanes borrachos en mallorca; fue una gran escuela""",noticia,2021-01-06,SILVIA MORENO,86
765,"natalia, tras romper con su novio de 13 años: ""yo nunca he estado soltera y ahora lo que quiero es vivir el verano de verdad""",noticia,2021-01-06,ANDREA M ROSA DEL PINO,72
766,guillermo de la dehesa: el gobierno español actual no tendra un final feliz,noticia,2021-01-06,   F A H,70
767,el experimento burbuja de boadilla: conciertos donde solo podran comprar entradas los empadronados en el municipio,noticia,2021-01-06,MARA VAQUERO,76
768,"andres calamaro, el rockero que defiende la tauromaquia, la monarquia y la educacion privada",noticia,2021-05-31,LUIS FERNANDO ROMO,74
769,"dj nano, el favorito de los borbon: ""la reina me presento al rey, porque ella sabia muy bien quien era yo""",noticia,2021-05-31,ANDREA M ROSA DEL PINO,81
770,"carlos saura: ""rosalia podria ser la perfecta heredera de lola flores""",noticia,2021-05-31,LUIS MARTNEZ,76
771,"emilio aragon: ""ahora lo que quiero hacer es llegar a casa para tirarme al suelo con mis tres nietos""",noticia,2021-05-31,ANDREA M ROSA DEL PINO,79
772,"muere b. j. thomas, cantante de 'raindrops keep fallin' on my head', banda sonora de 'dos hombres y un destino'",noticia,2021-05-30,AFP,79
773,la española que enseño a maria callas a cantar... y a tener ricos amantes,noticia,2021-05-30,JAVIER ORTEGA,74
774,"skate hero, el musical que rinde homenaje a ignacio echeverria, el 'heroe del monopatin' fallecido en el atentado en londres de 2017",noticia,2021-05-29,CARLOS FRESNEDA,84
775,"coronavirus españa hoy, ultima hora | estos son los grupos de menores entre 12 y 15 años que se beneficiaran de la aprobacion de la ema",noticia,2021-05-29,ISABEL VELLOSO  JAVIER MUNERA,70
776,viajar de oidas: los mejores podcasts viajeros y sus protagonistas para inspirarte a elegir el proximo destino,noticia,2021-05-29,MARTA GONZLEZHONTORIA,70
777,"photoespaña 2021, presente, pasado y futuro del arte fotografico",noticia,2021-05-29,ISMAEL MARINERO,70
778,"bondadosisima corrida de garcigrande: el juli y manzanares, a placer",noticia,2021-05-28,ZABALA DE LA SERNA,70
779,"gunda, la cerda que actuaba mejor que meryl streep",noticia,2021-05-28, ,70
780,"el primer fichaje del nuevo real madrid: david alaba, entre la religion, la musica y el futbol",noticia,2021-05-28,ABRAHAM ROMERO,81
781,"sergio lope o la mistica del flamenco jazz: ""¿apropiacion cultural? el arte no es de nadie""",noticia,2021-05-28,J D M,80
782,"el ex modelo y cantante que ha convencido a su novia, jazmin grace grimaldi, para formar un duo musical",noticia,2021-05-28,LUIS FERNANDO ROMO,81
783,cual es el unico regalo (y quien su emisor) que ha recibido la reina doña sofia,noticia,2021-05-28,MARINA PINA,70
784,"coronavirus españa hoy, ultima hora | canarias no exigira pcr a viajeros vacunados o que hayan pasado el covid",noticia,2021-05-28,ISABEL VELLOSO  JAVIER MUNERA  ANA CARRASCO,70
785,"aldi lanza unos airpods de 10 euros, ¿merecen la pena sus auriculares inalambricos?",noticia,2021-05-28,D J O,72
786,"fran rozzano: ""quiero que españa sea consciente del arte de tantos que estamos empezando""",noticia,2021-05-28,CRISTINA LUIS  CARLOS ONETTI V,77
787,el eterno retorno de la guitarra,noticia,2021-05-28, ,79
788,cinco barberias (modernas) para convertirse en un dandi,noticia,2021-05-28,ROCO NAVARRO,70
789,"walter kolm: ""las estrellas de la musica urbana son chicos sanos. ya nadie se te muere por sobredosis como en el rock de los 80""",noticia,2021-05-28,LUIS ALEMANY,86
790,'the lancet' recoge el exito del ensayo español sobre conciertos en tiempos de covid,noticia,2021-05-28,PERE IGO,73
791,"emilio aragon, el retorno del rey de la television: ""llegue a ser un hamster dentro de una rueda por la ansiedad""",noticia,2021-05-27,PABLO R ROCES,86
792,"muere atropellado kevin clark, el niño que tocaba la bateria en school of rock",noticia,2021-05-27,EL MUNDO,81
793,"simone biles, audacia sin premio",noticia,2021-05-27,J S,73
794,game builder garage: ahora nintendo quiere que hagas tu los videojuegos,noticia,2021-05-27,BRUNO TOLEDANO,72
795,"los chollos del dia en amazon: una aspiradora sin cable, una powerball, una camara de vigilancia, pulpitos reversibles...",noticia,2021-05-27,BAZAR,80
796,casting por tiktok para buscar a los protagonistas de we will rock you,noticia,2021-05-27,VIRGINIA GMEZ,86
797,"gonzalo de borbon, el primo juerguista del rey juan carlos que encontro en la noche el escape a su triste infancia",noticia,2021-05-27,CONSUELO FONT,70
798,"ana torroja: ""nadie entiende que mecano no se haya vuelto a juntar""",noticia,2021-05-27,IAKO DAZGUERRA,86
799,se buscan jovenes artistas para mostrar sus obras de forma remunerada,noticia,2021-05-27,M CANALES,73
800,"pablo, el hijo de la infanta cristina e iñaki urdangarin, un tiktoker con pocos videos pero mucho exito",noticia,2021-05-27,LUIS FERNANDO ROMO,70
801,hacienda multa a miguel bose por desgravar jamones y fisioterapia,noticia,2021-05-26,EFE,76
802,"paraiso: trailer, fecha de estreno y todo lo que sabemos de la serie a la que comparan con stranger things",noticia,2021-05-26,TRESB,70
803,"los chollos del dia en amazon: un xiaomi tv stick, aloe vera, una sarten doble para hacer tortilla de patatas, airpods al 30%...",noticia,2021-05-26,BAZAR,79
804,"por que brad pitt, julia roberts o george clooney no tienen una estrella en el paseo de la fama pero si puede tenerla tu madre",noticia,2021-05-26,BAZAR,70
805,"muere william shakespeare, el primer britanico vacunado contra el covid-19",noticia,2021-05-26,EL MUNDO,72
806,"cruïlla, un festival como los de antes: prueba de antigenos en la puerta y permiso para bailar y abrazarse",noticia,2021-05-26,LETICIA BLANCO,84
807,fuel fandango protagoniza en madrid un show muy especial,noticia,2021-05-26,JAVIER ESTRADA,84
808,"tini stoessel, sobre su ""regueton feminista"": ""es un intento de normalizar que cada vez somos mas""",noticia,2021-05-26,ANDREA M ROSA DEL PINO,86
809,"violaciones hasta los 14 años, la infancia en una secta... los duros temas que los famosos revelan en la serie de oprah winfrey y el principe harry",noticia,2021-05-26,FTIMA ELIDRISSI,72
810,"aitana: ""molaria no tener que pedir a un chico que te acompañe por la noche""",noticia,2021-05-26,DARO PRIETO,80
811,¿rototom con 10.000 personas sin mascarillas?,noticia,2021-05-25,EM,74
812,"el camara que grabo el asalto a ceuta y que vivio en sus propias carnes, con 9 años, la marcha verde en el sahara",noticia,2021-05-25,LAURA GARFANO,70
813,"dua lipa, the strokes, gorillaz, lorde, tyler the creator y nick cave estaran en primavera sound 2022",noticia,2021-05-25,EFE,74
814,"en vilo por los burdeles clandestinos de salamanca: ""los clientes hacen la ronda del 'barrio rojo' de madrid""",noticia,2021-05-25,DANIEL SOMOLINOS,70
815,"dulce pontes: ""la corrupcion hace que la gente sea presa facil para el discurso radical""",noticia,2021-05-25,SILVIA MORENO,80
816,ocho propuestas culturales para cerrar el mes de mayo,noticia,2021-05-25,M CANALES,74
817,"velazquez tech, un museo para redescubrir a las meninas a traves de la tecnologia",noticia,2021-05-25,VIRGINIA GMEZ,73
818,la demoledora historia a la que nadie querria engancharse,noticia,2021-05-25,M CANALES,70
819,"ramoncin: ""'¡coño, al final, ayuso acerto! a lo mejor los equivocados somos nosotros""",noticia,2021-05-24,ANA DEL BARRIO,86
820,jose luis perales: el hombre sencillo que acumula propiedades y una gran cuenta corriente,noticia,2021-05-24,JAVIER BLNQUEZ,79
821,el profesor de primaria que enseña musica con madonna y michael jackson,noticia,2021-05-24,E GD,86
822,"mask singer 2: las 15 mascasas, primeras pistas y teorias",noticia,2021-05-24,,73
823,"el covid ha provocado ""una crisis devastadora"" en la cultura y el arte, segun varios organismos internacionales",noticia,2021-05-24,PABLO PARDO,83
824,"muere cristobal halffter, el compositor que quiso derribar el aislamiento de la musica contemporanea",noticia,2021-05-24,DARO PRIETO,86
825,"jose feliciano, de crecer entre cucarachas y pasar el sombrero a vivir en una mansion de connecticut",noticia,2021-05-24,LUIS FERNANDO ROMO,74
826,lady gaga se quedo embarazada tras sufrir una violacion con 19 años,noticia,2021-05-24,BANG,70
827,"francesca, valentina y el ""me quedo"" de luis suarez",noticia,2021-05-23,CARLOS GUISASOLA,70
828,"urkullu estrena con ernai la respuesta penal tras su permanente campaña de ""odio"" contra la policia vasca",noticia,2021-05-23,JOSEAN IZARRA,70
829,"el cantante de maneskin, el grupo italiano ganador de eurovision, se sometera voluntariamente a un test de drogas",noticia,2021-05-23,EL MUNDO | AGENCIAS,70
830,marketing de famosos: la rentabilidad de una cara conocida,noticia,2021-05-23, P,70
831,"quien es naim darrechi, el tiktoker mallorquin de 19 años que gana una fortuna por un solo post",noticia,2021-05-23,ELENA BENAVENTE,70
832,"iñigo urrechu, el nuevo dueño de zalacain que disfruta haciendo 'ironmans' y se gano la confianza de ronaldo",noticia,2021-05-23,AMAYA GARCA,70
833,el ultimo adios al poeta francisco brines desde el palau de la generalitat,noticia,2021-05-23,EM,70
834,"los chollos de la semana en amazon: un corrector de ojeras maybelline, unos airpods al 30%, una colonia adidas por 4 euros, una almohada para las piernas...",noticia,2021-05-23,BAZAR,77
835,"coronavirus españa hoy, ultima hora | alemania prohibe viajes desde el reino unido por variantes del covid",noticia,2021-05-23,ISABEL VELLOSO | ISABEL MUNERA | ANA CARRASCO,70
836,italia gana eurovision 2021,noticia,2021-05-23,ESTHER MUCIENTES  ANDREA M ROSA DEL PINO  PABLO R ROCES,77
837,mil personas bailan al son de manel en un concierto sin distancias y con mascarilla en girona,noticia,2021-05-22,EFE,76
838,"rociito, talisman para los favoritos de eurovision",noticia,2021-05-22,EDUARDO LVAREZ,72
839,tomavistas extra: reencuentro con la musica al aire libre,noticia,2021-05-22,,84
840,"felipe juan froilan, en el sarao del restaurante madrileño que ningun influencer se quiso perder",noticia,2021-05-21,LOC,72
841,eurovision 2021: estos son los 10 clasificados de la primera semifinal,noticia,2021-05-21,TRESB,72
